investor_id,Average_Gap_Days,Total_Transactions,Total_Investment,SIP_Status
INV001946,56.6,6,787894,At Risk
INV001947,,1,2015,Active
INV001948,147.66666666666666,4,529327,At Risk
INV001949,58.666666666666664,4,710096,At Risk
INV001950,44.09090909090909,12,1286820,At Risk
INV001951,47.111111111111114,10,882587,At Risk
INV001952,144.5,3,238186,At Risk
INV001953,409.0,2,883150,At Risk
INV001954,54.25,9,411577,At Risk
INV001955,54.285714285714285,8,827053,At Risk
INV001956,79.33333333333333,7,743888,At Risk
INV001957,41.0,2,3382,At Risk
INV001958,186.5,3,616575,At Risk
INV001959,53.75,9,1255134,At Risk
INV001960,146.5,3,196853,At Risk
INV001961,65.85714285714286,8,373665,At Risk
INV001962,70.6,6,458114,At Risk
INV001963,133.66666666666666,4,739433,At Risk
INV001964,,1,3276,Active
INV001965,152.0,2,386063,At Risk
INV001966,127.33333333333333,4,655813,At Risk
INV001967,25.857142857142858,8,909638,Active
INV001968,60.5,5,479971,At Risk
INV001969,45.1,11,1580321,At Risk
INV001970,67.66666666666667,7,1040682,At Risk
INV001971,38.3,11,789169,At Risk
INV001972,35.0,12,1475724,Active
INV001973,,1,56792,Active
INV001974,35.7,11,2034690,At Risk
INV001975,78.2,6,679209,At Risk
INV001976,106.0,3,253606,At Risk
INV001977,56.75,9,892292,At Risk
INV001978,76.16666666666667,7,501829,At Risk
INV001979,42.0,11,1221062,At Risk
INV001980,213.5,3,10249,At Risk
INV001981,122.75,5,611933,At Risk
INV001982,61.285714285714285,8,956578,At Risk
INV001983,68.71428571428571,8,721360,At Risk
INV001984,,1,24984,Active
INV001985,70.83333333333333,7,280553,At Risk
INV001986,38.25,9,596307,At Risk
INV001987,40.2,11,1569778,At Risk
INV001988,55.0,3,112210,At Risk
INV001989,89.5,3,49776,At Risk
INV001990,40.63636363636363,12,1275684,At Risk
INV001991,27.5,3,797472,Active
INV001992,101.5,5,146728,At Risk
INV001993,44.7,11,1079055,At Risk
INV001994,120.0,2,155875,At Risk
INV001995,43.75,9,970993,At Risk
INV001996,157.0,2,451789,At Risk
INV001997,59.25,9,465010,At Risk
INV001998,42.90909090909091,12,1828925,At Risk
INV001999,29.90909090909091,12,3179916,Active
INV002000,53.333333333333336,7,580491,At Risk
INV002001,53.0,9,482676,At Risk
INV002002,85.25,5,654968,At Risk
INV002003,41.333333333333336,7,1405902,At Risk
INV002004,42.0,2,155773,At Risk
INV002005,54.5,7,1430201,At Risk
INV002006,52.57142857142857,8,506034,At Risk
INV002007,82.66666666666667,4,488352,At Risk
INV002008,39.22222222222222,10,1526719,At Risk
INV002009,,1,12577,Active
INV002010,69.28571428571429,8,574575,At Risk
INV002011,59.75,9,1194866,At Risk
INV002012,69.16666666666667,7,516823,At Risk
INV002013,57.57142857142857,8,972732,At Risk
INV002014,92.5,3,17561,At Risk
INV002015,134.0,4,257467,At Risk
INV002016,106.0,4,387013,At Risk
INV002017,49.25,9,637891,At Risk
INV002018,44.1,11,1213533,At Risk
INV002019,65.0,8,364481,At Risk
INV002020,130.5,3,805567,At Risk
INV002021,46.166666666666664,7,1571360,At Risk
INV002022,52.0,7,1038054,At Risk
INV002023,75.5,5,802085,At Risk
INV002024,25.0,3,531765,Active
INV002025,55.833333333333336,7,52531,At Risk
INV002026,85.4,6,136398,At Risk
INV002027,133.0,4,458735,At Risk
INV002028,222.0,2,445192,At Risk
INV002029,75.0,2,84008,At Risk
INV002030,71.71428571428571,8,1456413,At Risk
INV002031,,1,9353,Active
INV002032,208.0,3,158449,At Risk
INV002033,38.9,11,836274,At Risk
INV002034,46.0,12,763779,At Risk
INV002035,39.0,11,1877324,At Risk
INV002036,28.0,12,1618515,Active
INV002037,37.666666666666664,10,1452100,At Risk
INV002038,52.5,9,1436324,At Risk
INV002039,46.1,11,2713616,At Risk
INV002040,50.77777777777778,10,1148548,At Risk
INV002041,52.8,6,574451,At Risk
INV002042,46.666666666666664,10,755281,At Risk
INV002043,86.75,5,644447,At Risk
INV002044,53.714285714285715,8,1133344,At Risk
INV002045,60.0,9,606488,At Risk
INV002046,363.0,2,513009,At Risk
INV002047,134.66666666666666,4,14605,At Risk
INV002048,,1,15142,Active
INV002049,66.16666666666667,7,732281,At Risk
INV002050,91.75,5,715040,At Risk
INV002051,43.666666666666664,10,698757,At Risk
INV002052,33.125,9,877960,Active
INV002053,21.0,2,11671,Active
INV002054,78.5,5,26667,At Risk
INV002055,69.0,8,1232285,At Risk
INV002056,80.66666666666667,7,1234506,At Risk
INV002057,62.0,2,424443,At Risk
INV002058,101.5,3,319890,At Risk
INV002059,214.0,3,289836,At Risk
INV002060,63.833333333333336,7,796354,At Risk
INV002061,80.5,7,492215,At Risk
INV002062,58.0,3,796753,At Risk
INV002063,36.5,3,368921,At Risk
INV002064,68.33333333333333,4,540877,At Risk
INV002065,163.33333333333334,4,69276,At Risk
INV002066,81.8,6,679396,At Risk
INV002067,53.375,9,501276,At Risk
INV002068,221.0,2,23863,At Risk
INV002069,42.8,11,534630,At Risk
INV002070,48.8,11,1093260,At Risk
INV002071,142.33333333333334,4,913305,At Risk
INV002072,133.5,3,49859,At Risk
INV002073,80.25,5,389698,At Risk
INV002074,55.4,6,469153,At Risk
INV002075,66.2,6,437340,At Risk
INV002076,,1,7534,Active
INV002077,76.2,6,507541,At Risk
INV002078,54.0,2,24172,At Risk
INV002079,61.333333333333336,4,487019,At Risk
INV002080,60.0,9,1280935,At Risk
INV002081,55.0,5,971167,At Risk
INV002082,56.75,5,402844,At Risk
INV002083,46.5,11,341983,At Risk
INV002084,,1,2072,Active
INV002085,54.166666666666664,7,288212,At Risk
INV002086,,1,138875,Active
INV002087,70.6,6,209869,At Risk
INV002088,68.28571428571429,8,968782,At Risk
INV002089,114.66666666666667,4,545812,At Risk
INV002090,53.55555555555556,10,1091019,At Risk
INV002091,,1,534,Active
INV002092,38.111111111111114,10,934500,At Risk
INV002093,36.57142857142857,8,1316545,At Risk
INV002094,118.66666666666667,4,227417,At Risk
INV002095,43.5,11,2019307,At Risk
INV002096,63.8,6,513453,At Risk
INV002097,37.0,3,629177,At Risk
INV002098,51.625,9,973631,At Risk
INV002099,71.28571428571429,8,1404902,At Risk
INV002100,83.0,3,1235092,At Risk
INV002101,38.0,12,1300039,At Risk
INV002102,46.875,9,827955,At Risk
INV002103,19.333333333333332,4,592545,Active
INV002104,44.77777777777778,10,1245622,At Risk
INV002105,,1,288896,Active
INV002106,89.0,5,34136,At Risk
INV002107,55.333333333333336,10,511466,At Risk
INV002108,164.5,3,61029,At Risk
INV002109,25.857142857142858,8,1712983,Active
INV002110,46.333333333333336,7,595333,At Risk
INV002111,42.27272727272727,12,1152847,At Risk
INV002112,49.125,9,1411117,At Risk
INV002113,80.8,6,652895,At Risk
INV002114,48.714285714285715,8,1612483,At Risk
INV002115,65.71428571428571,8,979355,At Risk
INV002116,30.11111111111111,10,1418181,Active
INV002117,63.857142857142854,8,864548,At Risk
INV002118,57.0,2,135733,At Risk
INV002119,47.44444444444444,10,711208,At Risk
INV002120,109.5,3,62457,At Risk
INV002121,51.375,9,352626,At Risk
INV002122,45.142857142857146,8,533263,At Risk
INV002123,67.0,7,902613,At Risk
INV002124,52.111111111111114,10,1481970,At Risk
INV002125,36.0,6,174797,At Risk
INV002126,71.0,7,507882,At Risk
INV002127,47.0,8,610190,At Risk
INV002128,87.6,6,915004,At Risk
INV002129,91.0,4,143245,At Risk
INV002130,62.6,6,489660,At Risk
INV002131,65.85714285714286,8,601268,At Risk
INV002132,17.5,3,280328,Active
INV002133,89.8,6,313318,At Risk
INV002134,45.09090909090909,12,1305485,At Risk
INV002135,55.77777777777778,10,1197980,At Risk
INV002136,91.66666666666667,4,760544,At Risk
INV002137,31.666666666666668,10,1008825,Active
INV002138,65.57142857142857,8,710151,At Risk
INV002139,66.71428571428571,8,1551966,At Risk
INV002140,174.5,3,493914,At Risk
INV002141,44.833333333333336,7,709218,At Risk
INV002142,52.44444444444444,10,495932,At Risk
INV002143,40.45454545454545,12,812426,At Risk
INV002144,91.25,5,416208,At Risk
INV002145,84.5,3,478732,At Risk
INV002146,108.5,3,210955,At Risk
INV002147,347.0,2,513730,At Risk
INV002148,129.33333333333334,4,94522,At Risk
INV002149,31.9,11,832066,Active
INV002150,73.6,6,57183,At Risk
INV002151,53.666666666666664,10,378640,At Risk
INV002152,67.42857142857143,8,1475992,At Risk
INV002153,45.22222222222222,10,891126,At Risk
INV002154,44.90909090909091,12,1169884,At Risk
INV002155,59.714285714285715,8,694670,At Risk
INV002156,98.0,3,321505,At Risk
INV002157,40.90909090909091,12,1028453,At Risk
INV002158,61.375,9,1433878,At Risk
INV002159,46.42857142857143,8,504028,At Risk
INV002160,36.0,3,741009,At Risk
INV002161,64.14285714285714,8,1497111,At Risk
INV002162,51.888888888888886,10,307301,At Risk
INV002163,306.0,2,16887,At Risk
INV002164,58.166666666666664,7,498336,At Risk
INV002165,82.16666666666667,7,1537545,At Risk
INV002166,82.66666666666667,7,134817,At Risk
INV002167,39.125,9,1520390,At Risk
INV002168,167.66666666666666,4,25121,At Risk
INV002169,112.66666666666667,4,926937,At Risk
INV002170,65.83333333333333,7,905704,At Risk
INV002171,55.833333333333336,7,55736,At Risk
INV002172,141.0,3,55655,At Risk
INV002173,148.0,2,3200,At Risk
INV002174,86.0,6,1003989,At Risk
INV002175,92.0,2,104756,At Risk
INV002176,81.33333333333333,7,558882,At Risk
INV002177,43.8,11,1359487,At Risk
INV002178,46.5,11,569430,At Risk
INV002179,42.3,11,1162366,At Risk
INV002180,154.0,3,57151,At Risk
INV002181,72.2,6,1475032,At Risk
INV002182,40.09090909090909,12,1737243,At Risk
INV002183,97.66666666666667,4,219888,At Risk
INV002184,47.5,11,1359367,At Risk
INV002185,28.77777777777778,10,1389586,Active
INV002186,49.888888888888886,10,433021,At Risk
INV002187,44.18181818181818,12,1212077,At Risk
INV002188,28.5,9,1190619,Active
INV002189,43.63636363636363,12,1898414,At Risk
INV002190,76.25,5,1029536,At Risk
INV002191,121.0,5,699980,At Risk
INV002192,40.666666666666664,10,1415298,At Risk
INV002193,71.5,3,703188,At Risk
INV002194,,1,8980,Active
INV002195,48.77777777777778,10,158195,At Risk
INV002196,56.666666666666664,10,818463,At Risk
INV002197,105.25,5,702186,At Risk
INV002198,33.63636363636363,12,830688,Active
INV002199,38.125,9,936564,At Risk
INV002200,83.6,6,363740,At Risk
INV002201,44.44444444444444,10,1642110,At Risk
INV002202,54.77777777777778,10,347098,At Risk
INV002203,128.0,2,548923,At Risk
INV002204,144.66666666666666,4,571997,At Risk
INV002205,87.4,6,571728,At Risk
INV002206,43.8,11,1538017,At Risk
INV002207,73.0,7,1117901,At Risk
INV002208,42.8,11,1324939,At Risk
INV002209,271.0,2,9846,At Risk
INV002210,,1,142962,Active
INV002211,42.55555555555556,10,761191,At Risk
INV002212,58.42857142857143,8,1246591,At Risk
INV002213,36.625,9,1194985,At Risk
INV002214,42.09090909090909,12,1731984,At Risk
INV002215,53.888888888888886,10,2009153,At Risk
INV002216,48.0,10,509264,At Risk
INV002217,82.25,5,677355,At Risk
INV002218,52.57142857142857,8,745768,At Risk
INV002219,49.9,11,1128288,At Risk
INV002220,31.3,11,1225352,Active
INV002221,214.0,2,539059,At Risk
INV002222,137.5,3,556818,At Risk
INV002223,82.6,6,1295753,At Risk
INV002224,106.5,5,475380,At Risk
INV002225,69.75,5,405020,At Risk
INV002226,33.666666666666664,4,217291,Active
INV002227,41.75,5,136171,At Risk
INV002228,42.875,9,915379,At Risk
INV002229,44.666666666666664,10,1352491,At Risk
INV002230,43.4,11,902140,At Risk
INV002231,,1,464260,Active
INV002232,38.54545454545455,12,926223,At Risk
INV002233,,1,2600,Active
INV002234,47.42857142857143,8,1177507,At Risk
INV002235,69.83333333333333,7,570933,At Risk
INV002236,55.25,9,603381,At Risk
INV002237,41.77777777777778,10,446544,At Risk
INV002238,78.66666666666667,7,602548,At Risk
INV002239,75.5,7,868946,At Risk
INV002240,42.45454545454545,12,1372923,At Risk
INV002241,47.8,11,473519,At Risk
INV002242,95.75,5,201533,At Risk
INV002243,126.0,5,568149,At Risk
INV002244,50.55555555555556,10,1028855,At Risk
INV002245,37.27272727272727,12,2623784,At Risk
INV002246,79.0,3,615977,At Risk
INV002247,33.0,2,75739,Active
INV002248,47.166666666666664,7,385232,At Risk
INV002249,31.444444444444443,10,1183497,Active
INV002250,44.36363636363637,12,2556238,At Risk
INV002251,52.166666666666664,7,424922,At Risk
INV002252,35.9,11,1642430,At Risk
INV002253,49.25,5,1016678,At Risk
INV002254,,1,272637,Active
INV002255,79.25,5,913233,At Risk
INV002256,75.6,6,86659,At Risk
INV002257,166.0,3,201710,At Risk
INV002258,54.0,8,1211159,At Risk
INV002259,39.6,11,1392629,At Risk
INV002260,44.1,11,1524928,At Risk
INV002261,46.857142857142854,8,1086283,At Risk
INV002262,29.0,8,1704896,Active
INV002263,,1,358807,Active
INV002264,53.857142857142854,8,1071522,At Risk
INV002265,46.0,10,384051,At Risk
INV002266,113.0,4,568067,At Risk
INV002267,51.77777777777778,10,1319913,At Risk
INV002268,15.0,2,125909,Active
INV002269,103.75,5,748903,At Risk
INV002270,44.6,11,1964288,At Risk
INV002271,47.0,6,544432,At Risk
INV002272,104.5,3,339407,At Risk
INV002273,137.0,2,24849,At Risk
INV002274,46.55555555555556,10,1314238,At Risk
INV002275,43.666666666666664,10,1372132,At Risk
INV002276,46.55555555555556,10,2411124,At Risk
INV002277,38.45454545454545,12,1085035,At Risk
INV002278,237.0,3,368724,At Risk
INV002279,65.0,4,430648,At Risk
INV002280,51.111111111111114,10,903296,At Risk
INV002281,96.6,6,375115,At Risk
INV002282,30.272727272727273,12,1912274,Active
INV002283,78.0,5,451792,At Risk
INV002284,40.72727272727273,12,1368949,At Risk
INV002285,9.0,3,45468,Active
INV002286,55.285714285714285,8,992837,At Risk
INV002287,50.2,6,251986,At Risk
INV002288,97.0,2,55964,At Risk
INV002289,10.0,2,496548,Active
INV002290,37.44444444444444,10,1235580,At Risk
INV002291,83.66666666666667,4,499228,At Risk
INV002292,39.9,11,1440103,At Risk
INV002293,65.0,2,569350,At Risk
INV002294,42.888888888888886,10,625545,At Risk
INV002295,42.72727272727273,12,1398141,At Risk
INV002296,242.0,2,246142,At Risk
INV002297,130.0,3,532126,At Risk
INV002298,44.375,9,684868,At Risk
INV002299,53.5,7,1121304,At Risk
INV002300,86.0,5,167138,At Risk
INV002301,335.0,2,169930,At Risk
INV002302,39.25,9,1412010,At Risk
INV002303,,1,137559,Active
INV002304,34.81818181818182,12,754607,Active
INV002305,12.0,2,265148,Active
INV002306,69.57142857142857,8,894884,At Risk
INV002307,68.4,6,223399,At Risk
INV002308,40.2,11,1773329,At Risk
INV002309,0.0,2,52802,Active
INV002310,58.2,6,769265,At Risk
INV002311,46.8,11,2378382,At Risk
INV002312,96.25,5,493510,At Risk
INV002313,,1,50620,Active
INV002314,116.66666666666667,4,89326,At Risk
INV002315,39.18181818181818,12,1326374,At Risk
INV002316,127.5,5,613515,At Risk
INV002317,22.0,3,454318,Active
INV002318,103.25,5,753688,At Risk
INV002319,36.0,11,855380,At Risk
INV002320,78.0,3,663504,At Risk
INV002321,,1,25499,Active
INV002322,39.625,9,788119,At Risk
INV002323,56.5,7,84826,At Risk
INV002324,40.142857142857146,8,1134532,At Risk
INV002325,84.25,5,587201,At Risk
INV002326,45.888888888888886,10,1427839,At Risk
INV002327,45.5,11,462608,At Risk
INV002328,68.5,7,935779,At Risk
INV002329,35.90909090909091,12,1111142,At Risk
INV002330,23.0,5,189122,Active
INV002331,115.66666666666667,4,877330,At Risk
INV002332,60.142857142857146,8,553885,At Risk
INV002333,72.4,6,857688,At Risk
INV002334,114.0,4,680633,At Risk
INV002335,95.33333333333333,4,876063,At Risk
INV002336,,1,26986,Active
INV002337,46.0,2,475504,At Risk
INV002338,82.83333333333333,7,478221,At Risk
INV002339,61.2,6,764790,At Risk
INV002340,12.0,3,1135725,Active
INV002341,47.4,6,601521,At Risk
INV002342,49.5,9,754082,At Risk
INV002343,42.0,12,1162620,At Risk
INV002344,62.57142857142857,8,1249953,At Risk
INV002345,49.142857142857146,8,761278,At Risk
INV002346,86.6,6,346485,At Risk
INV002347,40.5,9,30517,At Risk
INV002348,44.27272727272727,12,1500909,At Risk
INV002349,42.888888888888886,10,420835,At Risk
INV002350,53.666666666666664,10,1945935,At Risk
INV002351,43.09090909090909,12,1174003,At Risk
INV002352,61.5,5,665521,At Risk
INV002353,51.75,9,1366211,At Risk
INV002354,,1,74849,Active
INV002355,267.0,2,412342,At Risk
INV002356,21.0,2,24801,Active
INV002357,39.09090909090909,12,1367648,At Risk
INV002358,66.5,5,107468,At Risk
INV002359,,1,136118,Active
INV002360,40.81818181818182,12,853269,At Risk
INV002361,49.888888888888886,10,958843,At Risk
INV002362,,1,391995,Active
INV002363,59.125,9,920959,At Risk
INV002364,54.0,8,900794,At Risk
INV002365,51.333333333333336,10,1718580,At Risk
INV002366,142.66666666666666,4,753367,At Risk
INV002367,51.285714285714285,8,367239,At Risk
INV002368,33.36363636363637,12,776842,Active
INV002369,52.55555555555556,10,604364,At Risk
INV002370,60.142857142857146,8,95686,At Risk
INV002371,86.0,2,517810,At Risk
INV002372,59.5,9,778488,At Risk
INV002373,44.63636363636363,12,1419347,At Risk
INV002374,39.9,11,1023844,At Risk
INV002375,41.333333333333336,4,574298,At Risk
INV002376,14.0,2,244709,Active
INV002377,107.66666666666667,4,280854,At Risk
INV002378,67.2,6,718036,At Risk
INV002379,106.25,5,937322,At Risk
INV002380,102.33333333333333,4,59019,At Risk
INV002381,77.2,6,942299,At Risk
INV002382,38.57142857142857,8,906899,At Risk
INV002383,74.0,4,991385,At Risk
INV002384,36.36363636363637,12,732972,At Risk
INV002385,23.0,3,55543,Active
INV002386,,1,3282,Active
INV002387,57.0,10,1345043,At Risk
INV002388,43.875,9,854220,At Risk
INV002389,41.54545454545455,12,525422,At Risk
INV002390,71.33333333333333,7,404117,At Risk
INV002391,23.666666666666668,10,889199,Active
INV002392,82.0,6,576950,At Risk
INV002393,49.75,9,1307114,At Risk
INV002394,53.833333333333336,7,711233,At Risk
INV002395,97.0,6,58610,At Risk
INV002396,129.0,4,1099257,At Risk
INV002397,51.666666666666664,7,1013153,At Risk
INV002398,,1,32185,Active
INV002399,40.36363636363637,12,1815409,At Risk
INV002400,44.45454545454545,12,834526,At Risk
INV002401,41.4,11,547739,At Risk
INV002402,47.44444444444444,10,620722,At Risk
INV002403,93.0,5,414432,At Risk
INV002404,91.0,2,68711,At Risk
INV002405,74.33333333333333,4,324734,At Risk
INV002406,58.0,2,301115,At Risk
INV002407,46.333333333333336,10,1190428,At Risk
INV002408,107.0,2,41074,At Risk
INV002409,35.36363636363637,12,1188044,At Risk
INV002410,,1,2285,Active
INV002411,101.5,5,566545,At Risk
INV002412,75.5,7,593341,At Risk
INV002413,41.1,11,676857,At Risk
INV002414,84.5,7,888685,At Risk
INV002415,40.2,11,919026,At Risk
INV002416,62.25,9,2105097,At Risk
INV002417,55.55555555555556,10,572483,At Risk
INV002418,65.42857142857143,8,767617,At Risk
INV002419,117.66666666666667,4,182246,At Risk
INV002420,43.0,12,1457451,At Risk
INV002421,51.0,2,271016,At Risk
INV002422,41.18181818181818,12,689464,At Risk
INV002423,86.75,5,504074,At Risk
INV002424,53.0,6,798824,At Risk
INV002425,60.0,4,419102,At Risk
INV002426,68.2,6,370575,At Risk
INV002427,32.5,9,1604033,Active
INV002428,133.33333333333334,4,770843,At Risk
INV002429,56.142857142857146,8,790559,At Risk
INV002430,46.0,11,1496835,At Risk
INV002431,66.0,8,1874983,At Risk
INV002432,289.0,2,12141,At Risk
INV002433,,1,1109,Active
INV002434,73.5,7,380404,At Risk
INV002435,86.5,5,41496,At Risk
INV002436,152.0,4,16148,At Risk
INV002437,32.77777777777778,10,840758,Active
INV002438,133.5,3,817224,At Risk
INV002439,30.0,2,334717,Active
INV002440,74.6,6,1233314,At Risk
INV002441,113.0,4,256187,At Risk
INV002442,89.0,2,7979,At Risk
INV002443,,1,2279,Active
INV002444,34.142857142857146,8,1471264,Active
INV002445,34.9,11,688480,Active
INV002446,83.8,6,603436,At Risk
INV002447,327.0,2,474124,At Risk
INV002448,74.5,3,202788,At Risk
INV002449,148.0,2,8972,At Risk
INV002450,71.25,5,862905,At Risk
INV002451,272.0,2,90042,At Risk
INV002452,47.166666666666664,7,675952,At Risk
INV002453,37.8,11,1366605,At Risk
INV002454,46.333333333333336,7,899501,At Risk
INV002455,,1,5559,Active
INV002456,448.0,2,319032,At Risk
INV002457,152.5,3,372388,At Risk
INV002458,36.2,11,1029487,At Risk
INV002459,42.18181818181818,12,853573,At Risk
INV002460,106.75,5,769935,At Risk
INV002461,87.8,6,928836,At Risk
INV002462,,1,7150,Active
INV002463,79.5,7,554869,At Risk
INV002464,33.0,7,172621,Active
INV002465,105.25,5,808512,At Risk
INV002466,44.0,12,1437375,At Risk
INV002467,42.55555555555556,10,436732,At Risk
INV002468,55.166666666666664,7,1030573,At Risk
INV002469,41.888888888888886,10,1591641,At Risk
INV002470,,1,1135,Active
INV002471,34.9,11,898267,Active
INV002472,47.111111111111114,10,2225597,At Risk
INV002473,62.0,8,1209821,At Risk
INV002474,,1,1870,Active
INV002475,44.7,11,129760,At Risk
